transaction_id,customer_id,transaction_date
T002796,C0744,2025-02-15
T002797,C0228,2025-02-13
T002798,C0548,2025-02-10
T002799,C0488,2025-02-28
T002800,C0688,2025-01-23
T002801,C0520,2025-01-20
T002802,C0175,2025-02-23
T002803,C0674,2025-02-26
T002804,C0572,2025-01-12
T002805,C0301,2025-01-07
T002806,C0483,2025-01-09
T002807,C0759,2025-01-17
T002808,C0743,2025-02-21
T002809,C0573,2025-02-18
T002810,C0188,2025-03-02
T002811,C0697,2025-02-27
T002812,C0344,2025-02-11
T002813,C0092,2025-01-15
T002814,C0364,2025-01-15
T002815,C0763,2025-02-25
T002816,C0315,2025-01-27
T002817,C0340,2025-01-24
T002818,C0267,2025-02-07
T002819,C0302,2025-01-30
T002820,C0121,2025-01-31
T002821,C0055,2025-02-25
T002822,C0650,2025-02-07
T002823,C0595,2025-03-02
T002824,C0636,2025-01-05
T002825,C0484,2025-02-26
T002826,C0200,2025-02-02
T002827,C0123,2025-02-25
T002828,C0698,2025-01-25
T002829,C0543,2025-01-20
T002830,C0424,2025-01-04
T002831,C0155,2025-01-09
T002832,C0206,2025-01-22
T002833,C0420,2025-02-06
T002834,C0469,2025-01-10
T002835,C0324,2025-02-25
T002836,C0733,2025-01-12
T002837,C0798,2025-01-06
T002838,C0500,2025-01-22
T002839,C0647,2025-01-12
T002840,C0321,2025-02-10
T002841,C0060,2025-01-01
T002842,C0463,2025-01-18
T002843,C0215,2025-02-18
T002844,C0793,2025-01-11
T002845,C0591,2025-02-18
T002846,C0163,2025-02-01
T002847,C0782,2025-02-19
T002848,C0091,2025-01-09
T002849,C0630,2025-01-28
T002850,C0649,2025-01-28
T002851,C0414,2025-01-28
T002852,C0489,2025-01-25
T002853,C0005,2025-01-03
T002854,C0547,2025-01-13
T002855,C0749,2025-01-24
T002856,C0015,2025-02-27
T002857,C0330,2025-02-18
T002858,C0544,2025-01-13
T002859,C0019,2025-02-13
T002860,C0005,2025-02-10
T002861,C0752,2025-01-16
T002862,C0232,2025-02-14
T002863,C0353,2025-01-20
T002864,C0133,2025-01-07
T002865,C0393,2025-02-02
T002866,C0603,2025-01-20
T002867,C0172,2025-01-05
T002868,C0047,2025-01-20
T002869,C0298,2025-01-30
T002870,C0746,2025-02-03
T002871,C0611,2025-02-03
T002872,C0346,2025-01-28
T002873,C0704,2025-01-09
T002874,C0351,2025-02-27
T002875,C0502,2025-01-23
T002876,C0769,2025-01-13
T002877,C0169,2025-03-02
T002878,C0414,2025-01-02
T002879,C0234,2025-01-15
T002880,C0745,2025-01-09
T002881,C0217,2025-02-16
T002882,C0023,2025-02-07
T002883,C0517,2025-01-11
T002884,C0127,2025-01-24
T002885,C0729,2025-02-11
T002886,C0039,2025-01-25
T002887,C0656,2025-01-17
T002888,C0790,2025-02-04
T002889,C0639,2025-01-04
T002890,C0609,2025-01-04
T002891,C0678,2025-01-07
T002892,C0670,2025-02-23
T002893,C0021,2025-01-04
T002894,C0707,2025-01-08
T002895,C0427,2025-01-29
T002896,C0390,2025-01-08
T002897,C0561,2025-01-17
T002898,C0486,2025-02-14
T002899,C0157,2025-01-14
T002900,C0712,2025-02-13
T002901,C0646,2025-01-01
T002902,C0309,2025-01-27
T002903,C0678,2025-01-07
T002904,C0679,2025-02-03
T002905,C0277,2025-02-09
T002906,C0621,2025-02-14
T002907,C0141,2025-01-27
T002908,C0108,2025-02-02
T002909,C0737,2025-02-09
T002910,C0121,2025-01-19
T002911,C0117,2025-02-20
T002912,C0109,2025-02-01
T002913,C0204,2025-02-08
T002914,C0205,2025-02-19
T002915,C0270,2025-02-23
T002916,C0536,2025-01-13
T002917,C0367,2025-02-15
T002918,C0420,2025-01-19
T002919,C0165,2025-01-03
T002920,C0562,2025-02-01
T002921,C0213,2025-02-14
T002922,C0493,2025-01-22
T002923,C0241,2025-01-01
T002924,C0014,2025-02-12
T002925,C0092,2025-02-28
T002926,C0114,2025-02-23
T002927,C0588,2025-02-12
T002928,C0506,2025-01-10
T002929,C0093,2025-02-19
T002930,C0524,2025-01-05
T002931,C0741,2025-02-16
T002932,C0104,2025-02-27
T002933,C0263,2025-02-11
T002934,C0237,2025-01-30
T002935,C0304,2025-01-17
T002936,C0476,2025-01-04
T002937,C0103,2025-02-22
T002938,C0179,2025-02-25
T002939,C0041,2025-02-24
T002940,C0298,2025-01-24
T002941,C0694,2025-01-21
T002942,C0437,2025-02-17
T002943,C0119,2025-01-07
T002944,C0777,2025-02-26
T002945,C0047,2025-01-01
T002946,C0142,2025-02-12
T002947,C0663,2025-01-11
T002948,C0337,2025-01-23
T002949,C0449,2025-02-09
T002950,C0275,2025-02-26
T002951,C0751,2025-01-06
T002952,C0382,2025-02-22
T002953,C0351,2025-01-12
T002954,C0117,2025-01-26
T002955,C0410,2025-01-30
T002956,C0279,2025-02-23
T002957,C0395,2025-02-14
T002958,C0490,2025-02-21
T002959,C0432,2025-02-11
T002960,C0171,2025-01-08
T002961,C0136,2025-02-14
T002962,C0744,2025-01-04
T002963,C0164,2025-01-07
T002964,C0427,2025-02-28
T002965,C0605,2025-01-31
T002966,C0583,2025-02-13
T002967,C0449,2025-01-12
T002968,C0626,2025-01-25
T002969,C0798,2025-01-23
T002970,C0627,2025-01-02
T002971,C0701,2025-02-26
T002972,C0745,2025-02-27
T002973,C0134,2025-01-31
T002974,C0500,2025-01-08
T002975,C0422,2025-01-29
T002976,C0048,2025-01-05
T002977,C0268,2025-02-11
T002978,C0322,2025-01-01
T002979,C0722,2025-02-25
T002980,C0695,2025-02-03
T002981,C0786,2025-02-17
T002982,C0591,2025-02-16
T002983,C0579,2025-01-15
T002984,C0686,2025-02-25
T002985,C0347,2025-02-03
T002986,C0536,2025-02-14
T002987,C0718,2025-02-09
T002988,C0098,2025-01-28
T002989,C0678,2025-02-16
T002990,C0255,2025-01-31
T002991,C0355,2025-02-12
T002992,C0693,2025-02-11
T002993,C0395,2025-01-10
T002994,C0572,2025-02-27
T002995,C0628,2025-01-04
T002996,C0012,2025-02-11
T002997,C0161,2025-02-02
T002998,C0481,2025-02-24
T002999,C0508,2025-02-25
T003000,C0170,2025-01-05
T003001,C0770,2025-02-01
T003002,C0329,2025-01-16
T003003,C0339,2025-01-18
T003004,C0052,2025-02-02
T003005,C0229,2025-02-05
T003006,C0659,2025-01-25
T003007,C0413,2025-02-22
T003008,C0241,2025-01-06
T003009,C0471,2025-01-29
T003010,C0587,2025-01-29
T003011,C0091,2025-02-24
T003012,C0511,2025-01-29
T003013,C0324,2025-01-08
T003014,C0510,2025-02-17
T003015,C0670,2025-01-02
T003016,C0106,2025-01-26
T003017,C0423,2025-01-03
T003018,C0571,2025-02-05
T003019,C0001,2025-02-22
T003020,C0094,2025-02-20
T003021,C0619,2025-02-09
T003022,C0653,2025-01-20
T003023,C0521,2025-02-05
T003024,C0212,2025-02-11
T003025,C0688,2025-01-30
T003026,C0350,2025-01-24
T003027,C0056,2025-02-22
T003028,C0229,2025-02-24
T003029,C0466,2025-01-22
T003030,C0574,2025-02-19
T003031,C0635,2025-02-08
T003032,C0485,2025-02-15
T003033,C0673,2025-01-24
T003034,C0734,2025-01-29
T003035,C0117,2025-01-07
T003036,C0778,2025-02-12
T003037,C0228,2025-01-01
T003038,C0350,2025-01-23
T003039,C0649,2025-02-21
T003040,C0299,2025-02-05
T003041,C0535,2025-01-24
T003042,C0719,2025-01-07
T003043,C0047,2025-02-27
T003044,C0169,2025-02-01
T003045,C0144,2025-02-22
T003046,C0735,2025-02-17
T003047,C0739,2025-01-27
T003048,C0110,2025-01-17
T003049,C0626,2025-01-13
T003050,C0193,2025-01-08
T003051,C0403,2025-01-14
T003052,C0469,2025-02-22
T003053,C0196,2025-02-15
T003054,C0347,2025-01-07
T003055,C0776,2025-01-27
T003056,C0048,2025-03-01
T003057,C0649,2025-02-23
T003058,C0689,2025-02-07
T003059,C0127,2025-02-19
T003060,C0462,2025-01-30
T003061,C0675,2025-02-07
T003062,C0517,2025-01-09
T003063,C0511,2025-01-01
T003064,C0544,2025-02-17
T003065,C0050,2025-02-05
T003066,C0444,2025-02-23
T003067,C0600,2025-01-31
T003068,C0521,2025-02-19
T003069,C0182,2025-02-14
T003070,C0593,2025-01-12
T003071,C0749,2025-02-22
T003072,C0132,2025-01-07
T003073,C0397,2025-02-12
T003074,C0615,2025-02-08
T003075,C0330,2025-02-02
T003076,C0394,2025-01-27
T003077,C0624,2025-02-28
T003078,C0710,2025-02-18
T003079,C0255,2025-01-18
T003080,C0408,2025-01-22
T003081,C0302,2025-01-29
T003082,C0137,2025-01-09
T003083,C0423,2025-02-08
T003084,C0717,2025-02-26
T003085,C0767,2025-02-02
T003086,C0307,2025-02-23
T003087,C0719,2025-02-05
T003088,C0322,2025-02-15
T003089,C0755,2025-03-01
T003090,C0567,2025-02-10
T003091,C0223,2025-01-13
T003092,C0215,2025-02-09
T003093,C0732,2025-01-19
T003094,C0704,2025-01-23
T003095,C0689,2025-01-09
T003096,C0728,2025-02-11
T003097,C0183,2025-02-02
T003098,C0556,2025-02-14
T003099,C0653,2025-01-21
T003100,C0728,2025-01-08
T003101,C0780,2025-01-23
T003102,C0576,2025-01-31
T003103,C0597,2025-02-06
T003104,C0684,2025-02-15
T003105,C0428,2025-02-13
T003106,C0766,2025-02-27
T003107,C0547,2025-01-19
T003108,C0433,2025-02-21
T003109,C0014,2025-02-03
T003110,C0110,2025-01-02
T003111,C0391,2025-01-10
T003112,C0055,2025-02-12
T003113,C0058,2025-01-13
T003114,C0274,2025-02-18
T003115,C0165,2025-01-19
T003116,C0700,2025-01-17
T003117,C0150,2025-02-23
T003118,C0064,2025-02-14
T003119,C0303,2025-01-14
T003120,C0772,2025-02-04
T003121,C0034,2025-01-23
T003122,C0464,2025-01-07
T003123,C0631,2025-02-25
T003124,C0692,2025-02-17
T003125,C0576,2025-02-25
T003126,C0230,2025-02-17
T003127,C0663,2025-02-05
T003128,C0399,2025-01-16
T003129,C0524,2025-02-20
T003130,C0713,2025-01-19
T003131,C0710,2025-02-12
T003132,C0049,2025-03-01
T003133,C0391,2025-01-25
T003134,C0427,2025-02-20
T003135,C0702,2025-01-21
T003136,C0566,2025-01-04
T003137,C0014,2025-02-17
T003138,C0258,2025-01-13
T003139,C0636,2025-02-25
T003140,C0800,2025-02-25
T003141,C0454,2025-02-23
T003142,C0231,2025-02-28
T003143,C0649,2025-02-15
T003144,C0727,2025-02-11
T003145,C0377,2025-02-18
T003146,C0603,2025-02-04
T003147,C0757,2025-02-08
T003148,C0202,2025-02-19
T003149,C0743,2025-01-13
T003150,C0302,2025-01-29
T003151,C0182,2025-02-13
T003152,C0077,2025-01-12
T003153,C0178,2025-02-17
T003154,C0527,2025-01-08
T003155,C0387,2025-01-03
T003156,C0439,2025-01-18
T003157,C0570,2025-01-17
T003158,C0134,2025-01-11
T003159,C0599,2025-02-24
T003160,C0262,2025-01-01
T003161,C0339,2025-01-30
T003162,C0727,2025-03-01
T003163,C0159,2025-01-03
T003164,C0158,2025-03-01
T003165,C0331,2025-02-08
T003166,C0053,2025-02-19
T003167,C0641,2025-02-09
T003168,C0678,2025-01-20
T003169,C0503,2025-02-20
T003170,C0587,2025-02-05
T003171,C0367,2025-01-05
T003172,C0725,2025-01-21
T003173,C0539,2025-01-15
T003174,C0189,2025-02-03
T003175,C0070,2025-02-20
T003176,C0518,2025-01-11
T003177,C0426,2025-02-04
T003178,C0550,2025-01-26
T003179,C0095,2025-01-23
T003180,C0227,2025-02-26
T003181,C0219,2025-02-12
T003182,C0340,2025-01-22
T003183,C0370,2025-01-19
T003184,C0224,2025-03-02
T003185,C0771,2025-02-09
T003186,C0544,2025-01-31
T003187,C0575,2025-02-22
T003188,C0771,2025-02-11
T003189,C0010,2025-01-08
T003190,C0685,2025-01-23
T003191,C0457,2025-01-16
T003192,C0658,2025-02-09
T003193,C0637,2025-01-16
T003194,C0041,2025-02-13
T003195,C0329,2025-01-25
T003196,C0117,2025-01-25
T003197,C0263,2025-02-04
T003198,C0742,2025-01-19
T003199,C0026,2025-02-28
T003200,C0530,2025-02-22
T003201,C0789,2025-01-24
T003202,C0527,2025-02-21
T003203,C0521,2025-01-29
T003204,C0499,2025-01-03
T003205,C0304,2025-02-27
T003206,C0668,2025-01-13
T003207,C0329,2025-02-02
T003208,C0085,2025-03-02
T003209,C0099,2025-01-11
T003210,C0792,2025-02-04
T003211,C0547,2025-01-01
T003212,C0642,2025-01-05
T003213,C0216,2025-02-12
T003214,C0645,2025-02-19
T003215,C0219,2025-02-25
T003216,C0702,2025-01-28
T003217,C0107,2025-01-14
T003218,C0551,2025-02-23
T003219,C0720,2025-02-26
T003220,C0760,2025-02-19
T003221,C0446,2025-02-11
T003222,C0074,2025-02-17
T003223,C0703,2025-01-10
T003224,C0025,2025-01-30
T003225,C0735,2025-01-22
T003226,C0039,2025-01-06
T003227,C0076,2025-01-04
T003228,C0183,2025-02-20
T003229,C0258,2025-02-05
T003230,C0073,2025-02-06
T003231,C0234,2025-02-28
T003232,C0265,2025-01-27
T003233,C0398,2025-01-29
T003234,C0646,2025-01-26
T003235,C0444,2025-01-21
T003236,C0018,2025-01-25
T003237,C0690,2025-01-08
T003238,C0548,2025-01-01
T003239,C0657,2025-02-16
T003240,C0634,2025-01-05
T003241,C0775,2025-02-17
T003242,C0600,2025-01-03
T003243,C0718,2025-02-24
T003244,C0075,2025-01-23
T003245,C0515,2025-01-07
T003246,C0297,2025-02-20
T003247,C0703,2025-01-20
T003248,C0622,2025-01-06
T003249,C0289,2025-02-18
T003250,C0449,2025-01-25
T003251,C0405,2025-02-22
T003252,C0677,2025-01-02
T003253,C0486,2025-01-11
T003254,C0547,2025-01-15
T003255,C0140,2025-02-17
T003256,C0401,2025-02-20
T003257,C0559,2025-01-19
T003258,C0650,2025-01-10
T003259,C0306,2025-02-13
T003260,C0747,2025-02-11
T003261,C0383,2025-03-02
T003262,C0012,2025-02-05
T003263,C0569,2025-01-10
T003264,C0127,2025-01-03
T003265,C0006,2025-02-06
T003266,C0611,2025-01-26
T003267,C0551,2025-02-05
T003268,C0088,2025-01-20
T003269,C0216,2025-02-17
T003270,C0760,2025-02-27
T003271,C0744,2025-01-23
T003272,C0217,2025-01-27
T003273,C0662,2025-02-24
T003274,C0525,2025-01-10
T003275,C0165,2025-01-12
T003276,C0227,2025-02-09
T003277,C0259,2025-01-13
T003278,C0118,2025-01-12
T003279,C0688,2025-02-21
T003280,C0581,2025-02-24
T003281,C0056,2025-02-24
T003282,C0770,2025-03-01
T003283,C0563,2025-01-30
T003284,C0661,2025-02-05
T003285,C0075,2025-01-19
T003286,C0688,2025-01-05
T003287,C0257,2025-01-07
T003288,C0203,2025-02-16
T003289,C0595,2025-02-01
T003290,C0339,2025-01-23
T003291,C0132,2025-02-12
T003292,C0672,2025-01-16
T003293,C0103,2025-01-19
T003294,C0635,2025-01-05
T003295,C0199,2025-01-21
T003296,C0498,2025-01-29
T003297,C0337,2025-02-09
T003298,C0676,2025-01-20
T003299,C0711,2025-02-07
T003300,C0157,2025-02-06
T003301,C0581,2025-01-24
T003302,C0324,2025-01-28
T003303,C0173,2025-01-01
T003304,C0321,2025-01-16
T003305,C0227,2025-02-15
T003306,C0758,2025-02-11
T003307,C0447,2025-01-18
T003308,C0369,2025-01-09
T003309,C0696,2025-02-16
T003310,C0340,2025-02-26
T003311,C0492,2025-01-30
T003312,C0457,2025-01-23
T003313,C0794,2025-01-20
T003314,C0499,2025-02-05
T003315,C0112,2025-01-12
T003316,C0662,2025-02-08
T003317,C0084,2025-02-23
T003318,C0288,2025-02-24
T003319,C0144,2025-02-27
T003320,C0552,2025-01-13
T003321,C0270,2025-02-16
T003322,C0642,2025-01-05
T003323,C0745,2025-01-05
T003324,C0020,2025-02-24
T003325,C0520,2025-02-10
T003326,C0032,2025-02-22
T003327,C0596,2025-02-07
T003328,C0415,2025-02-19
T003329,C0605,2025-01-14
T003330,C0038,2025-02-05
T003331,C0267,2025-02-04
T003332,C0553,2025-01-31
T003333,C0670,2025-02-19
T003334,C0153,2025-01-24
T003335,C0402,2025-01-15
T003336,C0791,2025-02-07
T003337,C0751,2025-02-24
T003338,C0298,2025-01-09
T003339,C0476,2025-02-02
T003340,C0523,2025-01-06
T003341,C0407,2025-01-24
T003342,C0515,2025-01-01
T003343,C0679,2025-01-16
T003344,C0629,2025-02-13
T003345,C0170,2025-02-18
T003346,C0527,2025-01-09
T003347,C0457,2025-01-11
T003348,C0184,2025-02-06
T003349,C0580,2025-02-12
T003350,C0150,2025-02-17
T003351,C0750,2025-01-31
T003352,C0368,2025-01-03
T003353,C0225,2025-02-18
T003354,C0500,2025-01-15
T003355,C0065,2025-01-17
T003356,C0379,2025-01-15
T003357,C0044,2025-02-12
T003358,C0212,2025-02-03
T003359,C0370,2025-01-25
T003360,C0481,2025-02-28
T003361,C0466,2025-02-26
T003362,C0048,2025-01-03
T003363,C0665,2025-01-21
T003364,C0106,2025-02-15
T003365,C0534,2025-02-10
T003366,C0281,2025-02-23
T003367,C0760,2025-01-17
T003368,C0593,2025-02-04
T003369,C0584,2025-01-12
T003370,C0386,2025-02-11
T003371,C0388,2025-01-24
T003372,C0602,2025-02-11
T003373,C0080,2025-02-03
T003374,C0258,2025-01-25
T003375,C0229,2025-02-03
T003376,C0416,2025-01-23
T003377,C0354,2025-02-01
T003378,C0494,2025-02-26
T003379,C0619,2025-01-01
T003380,C0514,2025-02-26
T003381,C0143,2025-01-29
T003382,C0170,2025-01-15
T003383,C0079,2025-02-02
T003384,C0659,2025-01-18
T003385,C0217,2025-01-10
T003386,C0192,2025-01-11
T003387,C0371,2025-02-08
T003388,C0735,2025-02-22
T003389,C0122,2025-02-12
T003390,C0236,2025-01-27
T003391,C0339,2025-02-16
T003392,C0117,2025-01-31
T003393,C0692,2025-01-31
T003394,C0491,2025-01-14
T003395,C0605,2025-01-11
T003396,C0663,2025-02-23
T003397,C0421,2025-01-02
T003398,C0250,2025-01-03
T003399,C0131,2025-02-06
T003400,C0607,2025-01-11
T003401,C0138,2025-02-10
T003402,C0525,2025-01-03
T003403,C0587,2025-01-10
T003404,C0058,2025-01-11
T003405,C0265,2025-03-01
T003406,C0185,2025-02-03
T003407,C0416,2025-02-08
T003408,C0578,2025-02-10
T003409,C0020,2025-02-26
T003410,C0737,2025-02-16
T003411,C0678,2025-02-22
T003412,C0291,2025-03-02
T003413,C0088,2025-01-14
T003414,C0460,2025-02-08
T003415,C0483,2025-02-25
T003416,C0494,2025-01-11
T003417,C0225,2025-02-23
T003418,C0421,2025-02-08
T003419,C0147,2025-02-20
T003420,C0597,2025-02-22
T003421,C0786,2025-01-12
T003422,C0639,2025-02-12
T003423,C0524,2025-01-17
T003424,C0172,2025-02-16
T003425,C0703,2025-01-22
T003426,C0465,2025-02-08
T003427,C0605,2025-01-05
T003428,C0236,2025-01-25
T003429,C0395,2025-01-09
T003430,C0112,2025-01-02
T003431,C0208,2025-02-03
T003432,C0517,2025-02-13
T003433,C0430,2025-02-22
T003434,C0154,2025-02-08
T003435,C0099,2025-01-12
T003436,C0488,2025-02-27
T003437,C0630,2025-02-08
T003438,C0040,2025-02-26
T003439,C0545,2025-02-02
T003440,C0771,2025-01-08
T003441,C0096,2025-01-31
T003442,C0676,2025-01-09
T003443,C0618,2025-02-04
T003444,C0002,2025-02-27
T003445,C0794,2025-02-13
T003446,C0665,2025-01-28
T003447,C0535,2025-01-27
T003448,C0380,2025-02-25
T003449,C0045,2025-02-14
T003450,C0543,2025-01-28
T003451,C0235,2025-03-02
T003452,C0494,2025-02-20
T003453,C0788,2025-01-25
T003454,C0359,2025-02-07
T003455,C0760,2025-02-28
T003456,C0780,2025-02-23
T003457,C0714,2025-02-06
T003458,C0101,2025-01-28
T003459,C0138,2025-01-17
T003460,C0489,2025-02-19
T003461,C0239,2025-02-28
T003462,C0086,2025-01-19
T003463,C0613,2025-02-26
T003464,C0557,2025-01-27
T003465,C0264,2025-01-13
T003466,C0006,2025-02-15
T003467,C0762,2025-02-20
T003468,C0008,2025-02-06
T003469,C0536,2025-01-08
T003470,C0533,2025-01-01
T003471,C0385,2025-02-11
T003472,C0211,2025-02-14
T003473,C0324,2025-01-27
T003474,C0371,2025-01-07
T003475,C0159,2025-01-28
T003476,C0668,2025-02-07
T003477,C0260,2025-01-17
T003478,C0549,2025-01-28
T003479,C0579,2025-01-24
T003480,C0627,2025-01-18
T003481,C0697,2025-01-26
T003482,C0774,2025-01-14
T003483,C0424,2025-02-05
T003484,C0571,2025-01-31
T003485,C0184,2025-01-24
T003486,C0573,2025-02-05
T003487,C0496,2025-01-17
T003488,C0315,2025-02-06
T003489,C0353,2025-02-19
T003490,C0723,2025-01-26
T003491,C0754,2025-01-09
T003492,C0676,2025-01-08
T003493,C0766,2025-01-15
T003494,C0458,2025-02-20
T003495,C0717,2025-03-02
T003496,C0166,2025-01-07
T003497,C0220,2025-02-02
T003498,C0411,2025-02-20
T003499,C0347,2025-02-21
T003500,C0564,2025-02-09
T003501,C0714,2025-02-13
T003502,C0724,2025-01-04
T003503,C0165,2025-01-25
T003504,C0652,2025-01-01
T003505,C0094,2025-02-22
T003506,C0149,2025-01-31
T003507,C0615,2025-01-28
T003508,C0091,2025-01-05
T003509,C0270,2025-01-15
T003510,C0380,2025-01-06
T003511,C0624,2025-01-03
T003512,C0742,2025-01-25
T003513,C0411,2025-02-09
T003514,C0672,2025-02-03
T003515,C0294,2025-02-15
T003516,C0612,2025-01-04
T003517,C0793,2025-02-22
T003518,C0180,2025-02-10
T003519,C0507,2025-01-29
T003520,C0011,2025-01-13
T003521,C0673,2025-03-01
T003522,C0531,2025-01-19
T003523,C0200,2025-01-03
T003524,C0614,2025-02-02
T003525,C0529,2025-02-14
T003526,C0238,2025-02-09
T003527,C0174,2025-02-13
T003528,C0037,2025-01-24
T003529,C0245,2025-02-11
T003530,C0001,2025-01-11
T003531,C0089,2025-01-18
T003532,C0799,2025-01-26
T003533,C0362,2025-02-12
T003534,C0405,2025-01-26
T003535,C0601,2025-01-13
T003536,C0531,2025-01-01
T003537,C0755,2025-02-15
T003538,C0071,2025-02-28
T003539,C0093,2025-02-05
T003540,C0292,2025-02-16
T003541,C0573,2025-02-28
T003542,C0597,2025-01-23
T003543,C0356,2025-02-22
T003544,C0284,2025-01-15
T003545,C0621,2025-01-13
T003546,C0466,2025-03-01
T003547,C0414,2025-02-06
T003548,C0005,2025-01-17
T003549,C0180,2025-01-27
T003550,C0519,2025-01-07
T003551,C0573,2025-01-05
T003552,C0516,2025-01-19
T003553,C0349,2025-03-02
T003554,C0120,2025-02-21
T003555,C0526,2025-01-17
T003556,C0551,2025-02-22
T003557,C0589,2025-01-17
T003558,C0711,2025-01-29
T003559,C0387,2025-02-06
T003560,C0496,2025-02-19
T003561,C0250,2025-02-18
T003562,C0348,2025-02-19
T003563,C0470,2025-02-13
T003564,C0472,2025-02-27
T003565,C0601,2025-02-25
T003566,C0029,2025-01-31
T003567,C0120,2025-01-17
T003568,C0070,2025-01-25
T003569,C0649,2025-02-20
T003570,C0226,2025-02-13
T003571,C0719,2025-01-15
T003572,C0324,2025-01-27
T003573,C0362,2025-02-03
T003574,C0549,2025-01-01
T003575,C0718,2025-02-23
T003576,C0270,2025-01-16
T003577,C0295,2025-01-06
T003578,C0409,2025-02-13
T003579,C0767,2025-02-22
T003580,C0351,2025-01-05
T003581,C0568,2025-03-01
T003582,C0183,2025-01-31
T003583,C0322,2025-01-23
T003584,C0224,2025-02-27
T003585,C0588,2025-01-18
T003586,C0188,2025-03-02
T003587,C0765,2025-02-13
T003588,C0195,2025-02-01
T003589,C0755,2025-01-13
T003590,C0241,2025-02-17
T003591,C0248,2025-02-25
T003592,C0272,2025-01-14
T003593,C0235,2025-01-13
T003594,C0256,2025-02-23
T003595,C0634,2025-01-23
T003596,C0160,2025-02-19
T003597,C0110,2025-01-08
T003598,C0081,2025-02-13
T003599,C0680,2025-02-01
T003600,C0629,2025-01-01
T003601,C0783,2025-02-24
T003602,C0555,2025-01-03
T003603,C0494,2025-01-24
T003604,C0636,2025-01-21
T003605,C0505,2025-02-27
T003606,C0589,2025-02-25
T003607,C0282,2025-02-01
T003608,C0188,2025-02-18
T003609,C0524,2025-01-18
T003610,C0408,2025-01-15
T003611,C0769,2025-02-06
T003612,C0132,2025-01-04
T003613,C0539,2025-02-21
T003614,C0434,2025-01-31
T003615,C0554,2025-01-03
T003616,C0515,2025-01-23
T003617,C0404,2025-02-25
T003618,C0703,2025-02-19
T003619,C0179,2025-01-30
T003620,C0124,2025-02-14
T003621,C0531,2025-01-30
T003622,C0324,2025-02-14
T003623,C0009,2025-01-01
T003624,C0691,2025-01-14
T003625,C0389,2025-02-07
T003626,C0104,2025-01-21
T003627,C0371,2025-02-09
T003628,C0266,2025-01-12
T003629,C0562,2025-01-17
T003630,C0243,2025-01-18
T003631,C0483,2025-02-09
T003632,C0352,2025-01-24
T003633,C0189,2025-02-01
T003634,C0435,2025-01-14
T003635,C0430,2025-02-14
T003636,C0771,2025-01-24
T003637,C0374,2025-02-24
T003638,C0411,2025-01-18
T003639,C0462,2025-01-12
T003640,C0586,2025-01-09
T003641,C0590,2025-02-13
T003642,C0235,2025-02-22
T003643,C0103,2025-02-16
T003644,C0277,2025-02-21
T003645,C0242,2025-02-05
T003646,C0443,2025-02-24
T003647,C0391,2025-01-13
T003648,C0150,2025-02-21
T003649,C0757,2025-01-10
T003650,C0485,2025-02-21
T003651,C0010,2025-01-12
T003652,C0432,2025-02-01
T003653,C0138,2025-02-27
T003654,C0646,2025-02-03
T003655,C0547,2025-02-16
T003656,C0324,2025-02-20
T003657,C0499,2025-01-20
T003658,C0257,2025-02-05
T003659,C0582,2025-01-04
T003660,C0408,2025-01-07
T003661,C0708,2025-01-11
T003662,C0062,2025-01-14
T003663,C0261,2025-01-31
T003664,C0645,2025-01-07
T003665,C0461,2025-02-17
T003666,C0343,2025-01-17
T003667,C0370,2025-01-24
T003668,C0574,2025-02-05
T003669,C0264,2025-01-23
T003670,C0021,2025-01-27
T003671,C0125,2025-01-23
T003672,C0696,2025-02-08
T003673,C0204,2025-02-06
T003674,C0590,2025-02-11
T003675,C0665,2025-02-04
T003676,C0179,2025-02-19
T003677,C0292,2025-01-23
T003678,C0333,2025-02-13
T003679,C0523,2025-02-01
T003680,C0794,2025-02-17
T003681,C0458,2025-02-26
T003682,C0081,2025-01-25
T003683,C0629,2025-01-19
T003684,C0475,2025-02-10
T003685,C0149,2025-02-25
T003686,C0172,2025-02-10
T003687,C0346,2025-01-27
T003688,C0647,2025-02-09
T003689,C0586,2025-01-26
T003690,C0074,2025-01-06
T003691,C0166,2025-01-22
T003692,C0234,2025-01-21
T003693,C0325,2025-02-11
T003694,C0299,2025-02-15
T003695,C0274,2025-02-08
T003696,C0661,2025-01-26
T003697,C0278,2025-02-26
T003698,C0456,2025-02-19
T003699,C0372,2025-02-17
T003700,C0602,2025-02-03
T003701,C0462,2025-01-27
T003702,C0172,2025-01-12
T003703,C0024,2025-01-09
T003704,C0746,2025-01-16
T003705,C0678,2025-01-17
T003706,C0762,2025-02-14
T003707,C0768,2025-01-06
T003708,C0216,2025-01-11
T003709,C0407,2025-01-07
T003710,C0098,2025-01-05
T003711,C0485,2025-02-05
T003712,C0056,2025-01-02
T003713,C0790,2025-01-26
T003714,C0537,2025-02-18
T003715,C0086,2025-01-07
T003716,C0269,2025-02-09
T003717,C0160,2025-01-06
T003718,C0671,2025-03-01
T003719,C0400,2025-01-20
T003720,C0235,2025-01-16
T003721,C0756,2025-01-19
T003722,C0454,2025-02-10
T003723,C0130,2025-01-09
T003724,C0540,2025-02-23
T003725,C0175,2025-01-02
T003726,C0036,2025-02-12
T003727,C0366,2025-02-25
